id,title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,Country,abbreviation,fullname
tm159310,Coach Carter,MOVIE,"Based on a true story, in which Richmond High School head basketball coach Ken Carter made headlines in 1999 for benching his undefeated team due to poor academic results.",2005,PG-13,130,"['drama', 'sport', 'european']",US,NA,tt0393162,7.3,143670,26.022,7.5,United States,,
tm1127479,Cobalt Blue,MOVIE,"When an aspiring author and his free-spirited sister both fall for the enigmatic paying guest at their home, ensuing events rock their traditional family.",2022,NA,112,"['drama', 'romance']",IN,NA,tt15314640,6.7,952,4.071,6.4,India,FJ,Fiji
tm1074622,Cobra Kai - The Afterparty,MOVIE,"Ralph Macchio, William Zabka and more from the ""Cobra Kai"" cast drop by to chat Season 3 (spoilers ahead!), followed by Bill Burr of ""F Is for Family.""",2021,NA,34,[],US,NA,NA,NA,NA,1.4,NA,United States,,
tm426367,Coco y Raulito: Carrusel de ternura,MOVIE,"A study in contrasts, comedy partners and good friends Coco Celis and Ra?l Meneses alternate separate stand-up sets for double the laughs.",2018,PG-13,56,['comedy'],MX,NA,tt7607498,6.6,39,1.4,7,Mexico,,
tm1121246,Code 8,MOVIE,"In Lincoln City, some inhabitants have extraordinary abilities. Most live below the poverty line, under the close surveillance of a heavily militarized police force. Connor, a construction worker with powers, involves with a criminal gang to help his ailing mother. (Based on the short film ??ode 8,??2016.)",2019,NA,99,"['scifi', 'thriller', 'action', 'crime', 'drama']",GB,NA,tt6259380,6.1,38850,20.42,6.2,United Kingdom,,
tm845535,Coded Bias,MOVIE,"Exploring the fallout of MIT Media Lab researcher Joy Buolamwini's startling discovery that facial recognition does not see dark-skinned faces accurately, and her journey to push for the first-ever legislation in the U.S. to govern against bias in the algorithms that impact us all.",2020,NA,86,['documentation'],GB,NA,tt11394170,6.7,2217,4.601,7.3,United Kingdom,,
tm814644,Coffee & Kareem,MOVIE,"Twelve-year-old Kareem Manning hires a criminal to scare his mom's new boyfriend -police officer James Coffee - but it backfires, forcing Coffee and Kareem to team up in order to save themselves from Detroit's most ruthless drug kingpin.",2020,NA,88,"['action', 'comedy', 'crime']",US,NA,tt9898858,5.1,13469,9.863,5.5,United States,,
tm412515,Coffee for All,MOVIE,"Just as ""the fluttering of the wings of a butterfly can be felt on the other side of the world"" (according to the Chinese proverb) a coffee offered in Naples can be felt in Buenos Aires and replicated in New York. In the bars of threedifferent cities ofthe world, the camera will record the ""first flutter"" of a coffee cup offered to a customer.",2017,NA,69,"['documentation', 'european']",IT,NA,tt6721132,5.6,385,2.029,5.8,Italy,,
tm275437,Coin Heist,MOVIE,"When a crisis threatens to destroy their high school, four teens hatch a daring plan to raise $10 million. Step one? Breaking into the U.S. Mint.",2017,PG,97,"['crime', 'thriller', 'drama', 'romance']",US,NA,tt5740806,4.8,2638,12.576,5.4,United States,,
tm144451,Cold Harbour,MOVIE,"While investigating a smugglers' turf war in Cape Town, township cop Sizwe discovers police corruption. He must set loyalty aside to act with integrity, alone.",2014,NA,93,"['thriller', 'action', 'crime']",ZA,NA,tt3922888,5.2,211,2.358,4.3,South Africa,,
tm810423,"Colin Quinn: Red State, Blue State",MOVIE,Stand-up comedian Colin Quinn calls out the hypocrisies of the left and the right in this special based on his politically charged Off-Broadway show.,2019,NA,65,['comedy'],US,NA,tt10403090,7.6,716,3.236,7.5,United States,,
tm272413,Colin Quinn: The New York Story,MOVIE,"The ""SNL"" veteran performs his off-Broadway show about the history of New York and the people who shape its personality.",2016,NA,62,['comedy'],US,NA,tt6257714,6.8,990,3.746,6.3,United States,,
tm220473,Colin Quinn: Unconstitutional,MOVIE,"Colin Quinn returns to the stage in ""Unconstitutional"" where he tackles 226 years of American Constitutional calamities in 70 Minutes.",2015,NA,55,['comedy'],US,NA,tt4392266,7,465,1.542,6.9,United States,,
tm238722,Collateral Beauty,MOVIE,"Retreating from life after a tragedy, a man questions the universe by writing to Love, Time and Death. Receiving unexpected answers, he begins to see how these things interlock and how even loss can reveal moments of meaning and beauty.",2016,PG-13,97,"['drama', 'romance']",US,NA,tt4682786,6.7,99053,25.719,7.3,United States,,
tm366820,Come Sunday,MOVIE,Evangelist Carlton Pearson is ostracized by his church for preaching that there is no Hell.,2018,NA,106,['drama'],US,NA,tt1690967,6,2287,8.424,5.8,United States,,
tm112381,Comedian,MOVIE,"A look at the work of two stand-up comics, Jerry Seinfeld and a lesser-known newcomer, detailing the effort and frustration behind putting together a successful act and career while living a life on the road.",2002,R,82,"['comedy', 'documentation']",US,NA,tt0328962,6.9,6948,5.927,6.7,United States,,
tm983784,Coming Home in the Dark,MOVIE,A school teacher is forced to confront a brutal act from his past when a pair of ruthless drifters takes him and his family on a nightmare road-trip.,2021,NA,93,"['horror', 'thriller']",NZ,NA,tt6874762,5.7,4049,33.096,5.9,New Zealand,KZ,Kazakhstan
tm157461,Coming Soon,MOVIE,"Pirated DVD seller Zafer who is formerly an extra in movies, swore to give up illegal works when his wife wanted to get divorce. To win his family back, he and his old-fashioned crew decided to make a movie called ""Summit - The End Of Evil"" which is a fantastic science fiction movie and couldn't be shot since 1977. A funny, entertaining and emotional journey awaits him who waded into this adventure with his unqualified crew.",2014,PG,134,"['drama', 'comedy', 'romance']",TR,NA,tt3698408,7.5,33714,6.452,6.7,Turkey,,
tm177223,Company of Heroes,MOVIE,"American soldiers lost behind enemy lines during the WWII make a horrific discovery: Hitler has a super bomb in development. Against all odds, they set out to find the scientist in charge of the program who is looking to defect.",2013,R,100,['drama'],US,NA,NA,NA,NA,9.176,5.4,United States,,
tm918734,Concrete Cowboy,MOVIE,"Sent to live with his estranged father for the summer, a rebellious teen finds kinship in a tight-knit Philadelphia community of Black cowboys.",2020,R,111,"['western', 'drama']",US,NA,tt8846176,6.3,8517,12.41,6.2,United States,,
tm1036195,Condom Lead,MOVIE,"A dream of the hope for intimacy and love in a brutal, divisive world.",2013,NA,15,['drama'],PS,NA,NA,NA,NA,0.643,NA,Palestine,,
tm992279,Confessions of an Invisible Girl,MOVIE,"When the clever but socially-awkward Tet? joins a new school, she'll do anything to fit in. But the queen bee among her classmates has other ideas.",2021,NA,91,"['drama', 'comedy']",BR,NA,tt15204288,5.2,966,61.214,6.9,Brazil,,
tm205684,Confusion Na Wa,MOVIE,"Set in a Nigerian city Confusion Na Wa is a dark comedy about a group of strangers whose fates become intertwined over the course of 24 hours. At the heart of everything is a phone found by two opportunist wasters Charles and Chichi who, having read through its contents, decide to blackmail the owner Emeka. Little do they realize that their misdemeanors have set in motion a chain of events that will lead to their own downfall.",2013,NA,105,"['crime', 'comedy', 'drama']",NG,NA,tt3012648,7,38,1.046,7,Nigeria,,
tm1019822,Connected,MOVIE,"Argentine DJ Hern?n Catt?neo, known for his house music innovations, invites a symphonic orchestra for a four-night run at Buenos Aires' Teatro Col?n.",2021,NA,42,[],,NA,NA,NA,NA,9.048,7.3,#N/A,,
tm62369,Connected,MOVIE,"A debt collector receives a call from a woman who is kidnapped by an unknown gang. He thinks it is a joke but soon, he realises that it is not a prank.",2008,NA,110,"['thriller', 'action', 'crime']",CN,NA,tt1156506,6.6,2256,7.895,6.3,People’s Republic of China,,
tm158304,Contagion,MOVIE,"As an epidemic of a lethal airborne virus - that kills within days - rapidly grows, the worldwide medical community races to find a cure and control the panic that spreads faster than the virus itself.",2011,PG-13,106,"['thriller', 'scifi', 'action', 'drama']",US,NA,tt1598778,6.8,300074,26.205,6.6,United States,,
tm1099320,Convergence: Courage in a Crisis,MOVIE,"Activists and volunteers work through the darkest days of 2020, galvanizing social change amidst chaos as governments start to fail local communities. This epic, globally spanning and deeply passionate documentary serves as a clarion call that great change can be born of crisis.",2021,R,113,['documentation'],US,NA,tt15398694,5.4,252,9.258,5.2,United States,,
tm425748,Cook Off,MOVIE,A Zimbabwean single mother's life is turned upside down when her son enters her into a reality TV cooking competition.,2017,PG,116,"['comedy', 'romance']",ZW,NA,tt7981318,6.1,337,1.397,6.1,Zimbabwe,,
tm138614,Cop Car,MOVIE,Two kids find themselves in the centre of a deadly game of cat and mouse after taking a sheriff's cruiser for a joy ride.,2015,R,86,"['thriller', 'crime']",US,NA,tt4209984,6.3,32547,10.384,5.9,United States,,
tm101249,Cop Out,MOVIE,"Detectives Jimmy and Paul, despite nine years as partners, can still sometimes seem like polar opposites??specially when Paul's unpredictable antics get them suspended without pay. Already strapped for cash and trying to pay for his daughter's wedding, Jimmy decides to sell a rare baseball card that's worth tens of thousands. Unfortunately, when the collector's shop is robbed and the card vanishes with the crook, Paul and Jimmy end up going rogue, tracking down the card and the drug ring behind its theft, all on their own time and without any backup??xcept for each other.",2010,R,107,"['comedy', 'thriller', 'action', 'crime']",US,NA,tt1385867,5.5,87673,10.863,5.6,United States,,
tm161562,Copenhagen,MOVIE,"After weeks of traveling through Europe, the immature William finds himself in Copenhagen, the place of his father?? birth. He befriends the youthful Effy, who works in William?? hotel as part of an internship program, and they set off to find William?? last living relative. Effy?? mix of youthful exuberance and wisdom challenges William unlike any  woman ever has. As the attraction builds, he must come to grips with destabilizing elements of his family?? sordid past.",2014,NA,98,"['drama', 'romance']",US,NA,tt2459156,7.1,13135,6,6.7,United States,,
tm984018,Cops and Robbers,MOVIE,Animation and activism unite in this multimedia spoken-word response to police brutality and racial injustice.,2020,PG-13,8,['animation'],US,NA,tt13322484,6.9,NA,4.434,7,United States,,
tm173551,Corpse Bride,MOVIE,"Set in a 19th-century european village, this stop-motion animation feature follows the story of Victor, a young man whisked away to the underworld and wed to a mysterious corpse bride, while his real bride Victoria waits bereft in the land of the living.",2005,PG,77,"['fantasy', 'romance', 'animation', 'drama', 'family']",US,NA,tt0121164,7.3,265023,96.975,7.5,United States,,
tm993670,Cosmic Sin,MOVIE,"In the year 2524, four centuries after humans started colonizing the outer planets, retired General James Ford gets called back into service when a hostile alien fleet attacks soldiers on a remote planet. The threat against mankind soon escalates into an interstellar war as Ford and a team of elite soldiers try to stop the imminent attack before it's too late.",2021,R,88,"['scifi', 'action']",US,NA,tt11762434,2.5,12284,111.295,4.2,United States,NF,Norfolk Island
tm228657,Cosmos Laundromat,MOVIE,"On a desolate island, a suicidal sheep named Franck meets his fate??n the form of a quirky salesman named Victor, who offers him the gift of a lifetime. The gift is many lifetimes, actually, in many different worlds ??each lasting just a few minutes. In the sequel to the pilot, Franck will find a new reason to live??n the form of a bewitching female adventurer named Tara, who awakens his long-lost lust for life. But can Franck keep up with her?",2015,NA,12,['fantasy'],NL,NA,NA,NA,NA,2.931,6.6,Netherlands,,
tm1082974,Count Me In,MOVIE,"An exhilarating celebration of the art of rock drumming, featuring some of the best drummers ever to have graced the drumkit. The viewer is taken on a uplifting journey through some of the most iconic music ever created, focusing on the women and men with the sticks, their passions, culture and awe-inspiring energy.",2021,NA,81,"['documentation', 'music']",,NA,tt6889042,6.8,1654,4.549,7.1,#N/A,SO,Somalia
